,Nome,Idade,Cidade,Orgao1,Demanda1,Orgao2,Demanda2
376,Cecília Casa Grande,32,"Jardim de Porto, 885
Mineirão
88916-322 Nunes do Campo / RS",sudema,Licença de Operação para Pesquisa Mineral,sudema,Licença por Adesão e Compromisso
377,Maria Júlia Ribeiro,28,"Jardim de Cunha, 16
Vila Nova Gameleira 2ª Seção
96209337 Carvalho / SP",cbmpb,Perícia de Incêndio e Explosão,cagepa,ATUALIZAÇÃO CADASTRAL
378,Emanuelly Duarte,37,"Praia Machado, 23
Santo Agostinho
28159249 Vieira / MG",cbmpb,Perícia de Incêndio e Explosão,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
379,Otávio Andrade,23,"Condomínio Abreu, 74
Prado
87659344 Aparecida da Praia / RR",cinep,Concessão de Incentivo Fiscal a Empresas,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
380,Sr. Kevin Martins,24,"Setor Asafe da Luz, 44
Novo Das Industrias
37811-809 Fernandes do Sul / AP",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
381,Dr. Otávio Cassiano,54,"Trevo de Araújo, 41
Unidas
27322-616 Barros de Minas / MG",sudema,Licença de Operação para Pesquisa Mineral,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
382,Nicole Novais,26,"Morro de Machado, 84
Bairro Das Indústrias Ii
43783572 Barbosa do Campo / PA",cagepa,ATUALIZAÇÃO CADASTRAL,cagepa,LIGAÇÃO DE ÁGUA
383,Maria Clara Marques,40,"Condomínio de Pastor, 7
Maria Helena
80807-368 Teixeira / AL",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,detran,RENOVAÇÃO DA CNH SIMPLES
384,Ryan Farias,25,"Rua Melo, 4
Beira Linha
81881-185 Costela da Prata / MS",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cagepa,LIGAÇÃO DE ÁGUA
385,Yan Costela,35,"Jardim Isadora da Rocha, 57
Lorena
19502239 Campos / RS",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cagepa,ATUALIZAÇÃO CADASTRAL
386,Dr. Luigi Aparecida,45,"Colônia de Monteiro, 33
Mangueiras
57031503 Moura / MS",sudema,Licença de Operação para Pesquisa Mineral,funade,Aquisição da Carteira de Passe Livre Intermunicipal
387,Srta. Luana da Paz,43,"Passarela Montenegro, 22
São Pedro
25174-797 Almeida de Minas / AM",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
388,Marcela Aragão,27,"Sítio de Correia, 903
Granja De Freitas
59954-716 Monteiro / MT",funade,Serviço Especializado em Triagem e Diagnóstico,detran,PRIMEIRA HABILITAÇÃO
389,Liam Porto,35,"Chácara Alves, 62
Vila Rica
56931-098 Vargas / AL",detran,PRIMEIRA HABILITAÇÃO,cinep,Concessão de Incentivo Fiscal a Empresas
390,Pedro Cavalcanti,28,"Via Jesus, 95
Jardim Montanhês
05022960 Marques / MT",detran,RENOVAÇÃO DA CNH SIMPLES,cinep,Concessão de Incentivo Locacional a Empresas
391,Marcela Cassiano,18,"Aeroporto Mariah Pires, 39
Jonas Veiga
55061-969 Araújo / PE",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,funade,Aquisição da Carteira de Passe Livre Intermunicipal
392,Sr. Arthur Novais,44,"Setor de Sales, 22
Marçola
52818214 das Neves / DF",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cbmpb,Socorro de Emergências
393,Sophie Camargo,37,"Distrito Vinicius Silva, 40
Coração Eucarístico
89121110 Garcia Paulista / RJ",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
394,Lucas Silva,44,"Chácara da Costa, 88
Caetano Furquim
42871533 da Mata / PR",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
395,Stephany Borges,49,"Feira Araújo, 951
Vila Atila De Paiva
80110503 da Cunha de Jesus / PB",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cbmpb,Perícia de Incêndio e Explosão
396,Luara Nascimento,22,"Praia de Silveira, 65
Vila Paris
13545369 Moraes / AL",funade,Serviço Especializado em Triagem e Diagnóstico,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
397,Heloísa da Luz,18,"Sítio de Duarte, 97
Conjunto Jardim Filadélfia
22915659 Pastor / RJ",cinep,Concessão de Incentivo Locacional a Empresas,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
398,Luiz Otávio Andrade,22,"Residencial de Silva, 61
Nazare
13475-379 da Costa / RO",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,funade,Aquisição da Carteira de Passe Livre Intermunicipal
399,Ágatha Barros,24,"Chácara de Teixeira, 6
Lagoa
01823164 Martins da Prata / DF",sudema,Licença de Operação para Pesquisa Mineral,cbmpb,Socorro de Emergências
400,Gael da Conceição,31,"Quadra Câmara, 98
Vila Petropolis
65181-067 Campos de Aragão / PR",cbmpb,Socorro de Emergências,funade,Aquisição da Carteira de Passe Livre Intermunicipal
401,Lara Gonçalves,45,"Quadra Amanda Casa Grande, 8
Santa Lúcia
11204-653 Casa Grande do Amparo / SE",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
402,Fernanda Novais,41,"Ladeira Aparecida, 22
Mirante
53064545 Souza / PI",funade,Serviço de Informação ao Cidadão,cinep,Concessão de Incentivo Fiscal a Empresas
403,Rafael Cardoso,20,"Área Vitória Lima, 98
Nossa Senhora Aparecida
02632-128 da Luz / AL",sudema,Licença de Operação para Pesquisa Mineral,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
404,Liam Jesus,36,"Condomínio Enrico Pacheco, 86
Jardim América
41132585 Ferreira de Minas / MS",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,LIGAÇÃO DE ÁGUA
405,Dr. Asafe Aragão,40,"Morro João Felipe Novais, 63
Ouro Preto
53306-501 Ramos de Mendes / DF",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
406,Augusto Correia,45,"Lago Ana Júlia Lima, 40
Antonio Ribeiro De Abreu 1ª Seção
33809-011 Nogueira do Oeste / AP",cinep,Concessão de Incentivo Locacional a Empresas,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
407,Anthony Gabriel Ribeiro,32,"Via Manuella da Conceição, 27
Vila São Dimas
73353905 Costa / ES",detran,PRIMEIRA HABILITAÇÃO,cagepa,ATUALIZAÇÃO CADASTRAL
408,Kamilly Dias,47,"Vale Macedo, 33
Dona Clara
74423650 Costa dos Dourados / RR",sudema,Licença por Adesão e Compromisso,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
409,Maria Helena Cassiano,18,"Lago de Souza, 79
Vila São João Batista
48703111 Mendonça de Cunha / PA",detran,INDICAÇÃO DE CONDUTOR INFRATOR,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
410,Gustavo Campos,46,"Setor Correia, 2
Minas Brasil
65172-034 Jesus / SE",sudema,Licença de Operação para Pesquisa Mineral,cbmpb,Socorro de Emergências
411,Nicolas Silva,38,"Largo Teixeira, 129
Vila Atila De Paiva
76917-137 da Luz de Vasconcelos / BA",funade,Serviço Especializado em Triagem e Diagnóstico,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
412,Eloá Porto,49,"Trevo Pimenta
Granja Werneck
75918-038 Araújo / RN",cbmpb,Perícia de Incêndio e Explosão,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
413,Gabriel da Mata,39,"Viela Oliveira, 17
Varzea Da Palma
54543-286 Cavalcanti / TO",cinep,Concessão de Incentivo Locacional a Empresas,detran,RENOVAÇÃO DA CNH SIMPLES
414,Dr. Benício Duarte,29,"Vale de Gomes, 56
Vila Mantiqueira
34853307 Freitas / MS",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,detran,PRIMEIRA HABILITAÇÃO
415,Ana Sophia da Cunha,43,"Loteamento Lunna Moraes
Maravilha
18571-786 Sampaio / MG",funade,Aquisição da Carteira de Passe Livre Intermunicipal,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
416,Alexandre Mendes,34,"Chácara Montenegro, 83
Santa Lúcia
15533540 Vieira / RO",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,funade,Serviço Especializado em Triagem e Diagnóstico
417,Ana Beatriz Guerra,41,"Chácara Isabela Porto, 125
Cidade Nova
11571-512 Viana de Borges / ES",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cagepa,ATUALIZAÇÃO CADASTRAL
418,Ísis Costela,39,"Praia de Barbosa, 15
Varzea Da Palma
63225090 da Mata do Campo / PI",detran,PRIMEIRA HABILITAÇÃO,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
419,Maria Melo,18,"Condomínio Diogo Vargas, 671
Outro
37958807 Martins / RS",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
420,André Mendonça,66,"Área Heloisa Pacheco, 8
Vila Paquetá
75596-959 Sales / BA",funade,Serviço de Informação ao Cidadão,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
421,Sr. Igor Mendes,35,"Núcleo Mirella Farias, 4
Vila Califórnia
09327132 Novais do Amparo / MT",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,sudema,Licença de Operação para Pesquisa Mineral
422,Dr. Fernando Camargo,30,"Vila Mariah Pires, 697
Boa Esperança
61632159 Rodrigues do Galho / DF",cbmpb,Perícia de Incêndio e Explosão,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
423,Maria Flor Caldeira,53,"Travessa Mathias Leão, 861
Camponesa 2ª Seção
66185844 Almeida / PR",funade,Serviço de Informação ao Cidadão,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
424,Ravi Silveira,50,"Distrito de Porto, 24
Alto Vera Cruz
10867-321 Rodrigues / SC",cbmpb,Perícia de Incêndio e Explosão,cinep,Concessão de Incentivo Fiscal a Empresas
425,Alexia Silva,25,"Rua Novais, 61
Jardim Guanabara
52702664 Rezende / MT",cbmpb,Socorro de Emergências,cagepa,ATUALIZAÇÃO CADASTRAL
426,Camila Silveira,18,"Núcleo de Barbosa, 25
Lagoinha
86761329 Sales / SE",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
427,Dr. Luiz Fernando Nascimento,45,"Trevo Fogaça, 5
Maravilha
97094-630 Siqueira de Fogaça / BA",sudema,Licença de Operação para Pesquisa Mineral,funade,Serviço Especializado em Triagem e Diagnóstico
428,Thomas Azevedo,36,"Praia Ana Caldeira, 504
Vista Alegre
32365430 Leão de Sampaio / PI",sudema,Licença por Adesão e Compromisso,funade,Serviço de Informação ao Cidadão
429,Pietra Pinto,36,"Parque de Machado, 97
Piraja
72970982 Porto / SP",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cbmpb,Socorro de Emergências
430,Maria Flor Carvalho,33,"Lagoa Carlos Eduardo Mendes, 14
Primeiro De Maio
54660-951 Nunes / AL",cinep,Concessão de Incentivo Fiscal a Empresas,cagepa,LIGAÇÃO DE ÁGUA
431,Vinicius Jesus,50,"Travessa de Aparecida
Marieta 1ª Seção
07185928 da Cruz de Dias / TO",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
432,Catarina Oliveira,47,"Área Vitor Hugo Santos, 6
Vila São Paulo
55847-207 Garcia / BA",funade,Aquisição da Carteira de Passe Livre Intermunicipal,funade,Serviço de Informação ao Cidadão
433,Stephany Guerra,26,"Loteamento Bruno Moraes, 50
Pindorama
26768177 Macedo de Lima / SP",detran,RENOVAÇÃO DA CNH SIMPLES,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
434,Sra. Clara Cardoso,45,"Loteamento Arthur Fonseca
Tres Marias
29509118 Ferreira de Pires / AM",detran,PRIMEIRA HABILITAÇÃO,cinep,Concessão de Incentivo Fiscal a Empresas
435,Daniela Ribeiro,31,"Vereda Lívia Rodrigues, 11
Vila Paris
94604-787 Pimenta / MG",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cbmpb,Socorro de Emergências
436,Gabriel Silveira,31,"Lago Sales, 34
Vila Boa Vista
61087-061 Novaes de Vasconcelos / SC",detran,PRIMEIRA HABILITAÇÃO,sudema,Licença de Operação para Pesquisa Mineral
437,Dra. Melina Macedo,49,"Vereda da Rosa, 53
Aeroporto
08643683 Azevedo / PR",detran,INDICAÇÃO DE CONDUTOR INFRATOR,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
438,Sr. Guilherme Martins,34,"Colônia de Carvalho, 2
Vila Tirol
69260-578 Macedo / ES",cinep,Concessão de Incentivo Locacional a Empresas,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
439,Sra. Ana Lívia Mendonça,31,"Lagoa Breno Santos, 29
Vila Independencia 2ª Seção
36381696 Melo de Ribeiro / MG",cagepa,LIGAÇÃO DE ÁGUA,funade,Serviço de Informação ao Cidadão
440,Sr. Rafael Pacheco,42,"Trevo Pastor, 76
Vila Piratininga
41970-930 Leão / PB",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,sudema,Licença de Operação para Pesquisa Mineral
441,Dr. José Pedro Duarte,40,"Lago Henry Gabriel Alves, 56
Conjunto São Francisco De Assis
36973-590 Albuquerque do Campo / TO",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
442,Emanuella da Conceição,36,"Rua de Viana, 29
Parque São José
59887-205 Silva / AM",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cagepa,ATUALIZAÇÃO CADASTRAL
443,Antony Siqueira,34,"Morro Guilherme Cavalcante, 34
Marajó
84274012 Montenegro / GO",cagepa,LIGAÇÃO DE ÁGUA,cbmpb,Socorro de Emergências
444,Guilherme Silva,28,"Chácara Aurora da Rosa, 1
Cardoso
24094-686 Souza / PE",detran,PRIMEIRA HABILITAÇÃO,cagepa,LIGAÇÃO DE ÁGUA
445,Gustavo Vieira,25,"Morro Apollo Cardoso, 95
Morro Dos Macacos
77905275 Martins de Alves / RO",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,Serviço Especializado em Triagem e Diagnóstico
446,Eduardo Cardoso,26,"Lago Emilly Guerra, 7
Madri
81617-898 Moura / RR",sudema,Licença de Operação para Pesquisa Mineral,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
447,Maria Laura Porto,47,"Via de das Neves, 498
Minas Brasil
81610546 Cavalcanti / SP",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
448,Dr. Bernardo Caldeira,35,"Pátio de Cirino, 65
Belvedere
73386-343 Novais / CE",cinep,Concessão de Incentivo Locacional a Empresas,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
449,Rebeca Aparecida,36,"Área de Barros, 6
Alpes
23798987 Andrade do Oeste / ES",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
450,Cauã Cirino,23,"Colônia Cavalcanti, 558
Maria Helena
88414-927 Vargas / SC",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,Serviço de Informação ao Cidadão
451,Dr. Levi Novais,53,"Estação Aurora Pereira, 76
Santana Do Cafezal
99816-527 Freitas Alegre / RN",detran,PRIMEIRA HABILITAÇÃO,cinep,Concessão de Incentivo Fiscal a Empresas
452,Levi Peixoto,44,"Sítio Pedro Lucas Oliveira, 27
Pirineus
87653184 Garcia / RS",cbmpb,Perícia de Incêndio e Explosão,cinep,Concessão de Incentivo Fiscal a Empresas
453,Sr. Miguel Alves,34,"Campo Maria Vitória Costa, 17
Sagrada Família
84013-962 Jesus / RJ",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cbmpb,Perícia de Incêndio e Explosão
454,Henry Ribeiro,48,"Trecho Peixoto, 9
São Jorge 1ª Seção
32220-254 Oliveira do Oeste / TO",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
455,Olívia Vargas,18,"Residencial de Aragão, 86
João Paulo Ii
41655-062 das Neves / SC",detran,PRIMEIRA HABILITAÇÃO,funade,Serviço de Informação ao Cidadão
456,Antonella Barbosa,34,"Aeroporto Pacheco
Vila Mantiqueira
37420-767 Andrade do Sul / MT",cinep,Concessão de Incentivo Fiscal a Empresas,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
457,Igor Siqueira,36,"Campo de Costa, 6
Vila Paquetá
53565725 Barbosa Grande / SP",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,Serviço Especializado em Triagem e Diagnóstico
458,Gael Viana,44,"Lago Rodrigues, 2
Colégio Batista
29400-045 Martins / DF",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,INDICAÇÃO DE CONDUTOR INFRATOR
459,Allana Andrade,25,"Alameda Correia, 16
Salgado Filho
32644112 Souza de Goiás / RJ",funade,Serviço Especializado em Triagem e Diagnóstico,detran,PRIMEIRA HABILITAÇÃO
460,Mathias Lima,18,"Vereda Pacheco, 8
Gutierrez
08578201 Sá do Oeste / RS",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,sudema,Licença por Adesão e Compromisso
461,Bento Siqueira,49,"Quadra Luiz Fernando Porto
São Pedro
26267613 Melo / RO",cbmpb,Perícia de Incêndio e Explosão,cinep,Concessão de Incentivo Fiscal a Empresas
462,Sr. Ravy Costa,37,"Viaduto Nogueira, 57
Etelvina Carneiro
33505-423 Pereira de Goiás / TO",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,funade,Aquisição da Carteira de Passe Livre Intermunicipal
463,Benjamim Mendes,60,"Esplanada de Pinto, 85
Vila Suzana Primeira Seção
13421-255 da Rosa Grande / RR",cinep,Concessão de Incentivo Fiscal a Empresas,detran,RENOVAÇÃO DA CNH SIMPLES
464,Lívia Cunha,33,"Distrito de Dias, 39
Minaslandia
65135-864 da Rosa / SC",detran,PRIMEIRA HABILITAÇÃO,cinep,Concessão de Incentivo Locacional a Empresas
465,Lívia Souza,36,"Rua Fernandes, 4
Salgado Filho
56365-407 Vasconcelos / GO",cbmpb,Socorro de Emergências,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
466,André Guerra,35,"Aeroporto Vargas, 556
Ápia
31354-434 Vargas de Minas / PB",cinep,Concessão de Incentivo Locacional a Empresas,funade,Aquisição da Carteira de Passe Livre Intermunicipal
467,Luna Rocha,35,"Sítio Freitas, 78
Fernão Dias
56032113 Lopes das Flores / PA",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
468,Sr. Otto Nascimento,21,"Distrito de Correia, 660
Vila Betânia
86418-062 Teixeira / RN",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,Serviço Especializado em Triagem e Diagnóstico
469,Daniela Marques,26,"Vereda de Correia, 83
Grotinha
59617916 Nogueira / PA",funade,Serviço Especializado em Triagem e Diagnóstico,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
470,Ana Lívia Castro,27,"Residencial Almeida, 6
Vila São João Batista
96057113 Pastor das Pedras / RS",cinep,Concessão de Incentivo Fiscal a Empresas,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
471,Leonardo Costela,28,"Condomínio Cunha
Vila Ecológica
50320898 Sampaio de Minas / AC",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,sudema,Licença de Operação para Pesquisa Mineral
472,Vinícius Moraes,38,"Praia Emanuella da Conceição, 1
Jaraguá
66442-854 Cunha / RO",cinep,Concessão de Incentivo Locacional a Empresas,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
473,Ravi Ribeiro,45,"Rodovia de Ramos, 58
Pindorama
81619-340 Teixeira das Pedras / RS",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cinep,Concessão de Incentivo Locacional a Empresas
474,Liz Moreira,29,"Rodovia de Ramos, 46
Goiania
39908937 Dias / CE",detran,PRIMEIRA HABILITAÇÃO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
475,Sra. Emilly Alves,26,"Estrada de Nogueira, 32
Vila Santa Rosa
27801294 Rodrigues / PE",cinep,Concessão de Incentivo Locacional a Empresas,funade,Serviço de Informação ao Cidadão
476,Sra. Nina Pimenta,32,"Passarela Ana Carolina Cavalcanti
Alto Dos Pinheiros
09852-479 Borges / CE",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cagepa,LIGAÇÃO DE ÁGUA
477,Maria Alice Mendes,29,"Lago Macedo, 65
Maria Tereza
64434065 Ribeiro / PE",sudema,Licença de Operação para Pesquisa Mineral,detran,RENOVAÇÃO DA CNH SIMPLES
478,Eloá Marques,39,"Conjunto Diego Souza, 18
Vista Alegre
63147801 Aparecida dos Dourados / ES",funade,Serviço de Informação ao Cidadão,cbmpb,Perícia de Incêndio e Explosão
479,Henrique da Rosa,19,"Ladeira Danilo Pacheco, 13
João Pinheiro
97359-946 Novais / PB",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
480,Sr. Leonardo Cirino,43,"Lago Cauã Fernandes, 882
Concórdia
64515-891 Aparecida de Minas / RJ",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cinep,Concessão de Incentivo Fiscal a Empresas
481,Enrico Pacheco,38,"Condomínio Carolina Cassiano, 80
São Francisco
93226-291 da Cruz do Campo / RS",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cagepa,LIGAÇÃO DE ÁGUA
482,Eduarda Dias,47,"Viela Henry Ribeiro, 951
Vila Madre Gertrudes 3ª Seção
28026331 Fogaça / SE",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
483,Isabella Barros,20,"Praia Souza
Olaria
46373857 Mendes dos Dourados / AC",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Socorro de Emergências
484,Lívia Nunes,24,"Feira Dias, 68
Barão Homem De Melo 1ª Seção
41590-859 da Paz do Galho / AL",cinep,Concessão de Incentivo Locacional a Empresas,cinep,Concessão de Incentivo Fiscal a Empresas
485,Rodrigo Garcia,18,"Largo Ana Julia Mendonça
Santa Cecilia
46310-283 Mendonça / AP",funade,Aquisição da Carteira de Passe Livre Intermunicipal,detran,PRIMEIRA HABILITAÇÃO
486,Camila Caldeira,40,"Rodovia de Rios, 54
Vila Santo Antônio Barroquinha
99343273 Porto / PR",cagepa,LIGAÇÃO DE ÁGUA,cinep,Concessão de Incentivo Fiscal a Empresas
487,Maysa Leão,41,"Feira Costela, 777
Marieta 3ª Seção
85507-260 Camargo da Serra / RN",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cagepa,LIGAÇÃO DE ÁGUA
488,Dr. Ravi Lucca Costela,27,"Feira Maria Sophia da Cunha, 45
Unidas
86227-998 Peixoto / AC",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,detran,RENOVAÇÃO DA CNH SIMPLES
489,Yan Marques,43,"Quadra Pinto, 3
Vila Aeroporto
29578-188 Alves / PA",funade,Serviço de Informação ao Cidadão,funade,Aquisição da Carteira de Passe Livre Intermunicipal
